record_id,source_row_number,use_case,source_system_s,source_table_name_structured_location_for_unstructured_data,source_field_name,btp_schema_name,btp_table_name,btp_field_name,description,datatype,date_added_modified,reviewed_by_data_chapter,remarks
staging_schema_logs:000028,29,,,,,STG_BCRS,SC_STAGE_LOG,LOG_ID,,INTEGER,,,
staging_schema_logs:000029,30,,,,,STG_BCRS,SC_STAGE_LOG,MACHINE,,NVARCHAR,,,
staging_schema_logs:000030,31,,,,,STG_BCRS,SC_STAGE_LOG,MESSAGE,,NVARCHAR,,,
staging_schema_logs:000031,32,,,,,STG_BCRS,SC_STAGE_LOG,PROJECT_NAME,,NVARCHAR,,,
staging_schema_logs:000032,33,,,,,STG_BCRS,SC_STAGE_LOG,REPORTINGDATE,,NVARCHAR,,,
staging_schema_logs:000033,34,,,,,STG_BCRS,SC_STAGE_LOG,SESSION_ID,,DECIMAL,,,
staging_schema_logs:000034,35,,,,,STG_BCRS,SC_STAGE_LOG,STATUS,,NVARCHAR,,,
staging_schema_logs:000035,36,,,,,STG_BCRS,SC_STAGE_LOG,TIMESTAMP,,TIMESTAMP,,,
staging_schema_logs:000036,37,,,,,STG_BCRS,SC_STAGE_LOG,USERNAME,,NVARCHAR,,,
staging_schema_logs:000037,38,,,,,STG_BCRS,SC_STAGE_LOG,V_STEP,,NVARCHAR,,,
staging_schema_logs:000038,39,,,,,STG_BCRS,SC_STG_ORMT_SC_DATE_CONFIG,CAL_DATE,,INTEGER,,,
staging_schema_logs:000039,40,,,,,STG_BCRS,SC_STG_ORMT_SC_DATE_CONFIG,DATE_FILTER,,NVARCHAR,,,
staging_schema_logs:000040,41,,,,,STG_BCRS,SC_STG_ORMT_SC_DATE_CONFIG,DATE_FILTER_DESC,,NVARCHAR,,,
staging_schema_logs:000041,42,,,,,STG_BCRS,SC_STG_ORMT_SC_DATE_CONFIG,DATE_TYPE,,NVARCHAR,,,
staging_schema_logs:000042,43,,,,,STG_BCRS,SC_STG_ORMT_SC_DATE_CONFIG,FILTER_GROUP,,NVARCHAR,,,
staging_schema_logs:000043,44,,,,,STG_BCRS,SC_STG_ORMT_SC_DATE_CONFIG,FILTER_TYPE,,NVARCHAR,,,
staging_schema_logs:000044,45,,,,,STG_BCRS,SC_STG_ORMT_SC_DATE_CONFIG,FLAG,,DECIMAL,,,
staging_schema_logs:000045,46,,,,,STG_BCRS,SC_STG_ORMT_SC_DATE_CONFIG,LTR_DATE,,INTEGER,,,
staging_schema_logs:000046,47,,,,,STG_BCRS,SC_STG_ORMT_SC_DATE_CONFIG,TIME_FILTER_DESC,,NVARCHAR,,,
staging_schema_logs:000047,48,,,,,STG_BCRS,SC_STG_ORMT_SC_DATE_CONFIG,TYPE,,DECIMAL,,,
staging_schema_logs:000048,49,,,,,STG_BCRS,SC_STG_ORMT_SC_SCBI_FCT_TRANSFORM_LOG,CAL_DATE,,DECIMAL,,,
staging_schema_logs:000049,50,,,,,STG_BCRS,SC_STG_ORMT_SC_SCBI_FCT_TRANSFORM_LOG,CONTEXT,,DECIMAL,,,
staging_schema_logs:000050,51,,,,,STG_BCRS,SC_STG_ORMT_SC_SCBI_FCT_TRANSFORM_LOG,DATEKEY,,DECIMAL,,,
staging_schema_logs:000051,52,,,,,STG_BCRS,SC_STG_ORMT_SC_SCBI_FCT_TRANSFORM_LOG,SOURCE_TABLE,,NVARCHAR,,,
staging_schema_logs:000052,53,,,,,STG_BCRS,SC_STG_ORMT_SC_SCBI_FCT_TRANSFORM_LOG,STATUS,,NVARCHAR,,,
staging_schema_logs:000053,54,,,,,STG_BCRS,SC_STG_ORMT_SC_SCBI_FCT_TRANSFORM_LOG,STG1_STATUS,,NVARCHAR,,,
staging_schema_logs:000054,55,,,,,STG_BCRS,SC_STG_ORMT_SC_SCBI_FCT_TRANSFORM_LOG,STG1_TIME_STAMP,,TIMESTAMP,,,
staging_schema_logs:000055,56,,,,,STG_BCRS,SC_STG_ORMT_SC_SCBI_FCT_TRANSFORM_LOG,STG2_STATUS,,NVARCHAR,,,
staging_schema_logs:000056,57,,,,,STG_BCRS,SC_STG_ORMT_SC_SCBI_FCT_TRANSFORM_LOG,STG2_TIME_STAMP,,TIMESTAMP,,,
staging_schema_logs:000057,58,,,,,STG_BCRS,SC_STG_ORMT_SC_SCBI_FCT_TRANSFORM_LOG,TRANSFORM_TIME_STAMP,,TIMESTAMP,,,
staging_schema_logs:000058,59,,,,,STG_BCRS,SC_STG_ORMT_SC_SCBI_FCT_TRANSFORM_LOG,TYPE,,DECIMAL,,,
staging_schema_logs:000059,60,,,,,STG_BCRS,TBL_PHY_RUN_LOG,COB_DATE,,NVARCHAR,,,
staging_schema_logs:000060,61,,,,,STG_BCRS,TBL_PHY_RUN_LOG,COUNT,,INTEGER,,,
staging_schema_logs:000061,62,,,,,STG_BCRS,TBL_PHY_RUN_LOG,CURRENT_TIME_STAMP,,TIMESTAMP,,,
staging_schema_logs:000062,63,,,,,STG_BCRS,TBL_PHY_RUN_LOG,EXECUTION_TIME,,INTEGER,,,
staging_schema_logs:000063,64,,,,,STG_BCRS,TBL_PHY_RUN_LOG,FUNCTION,,NVARCHAR,,,
staging_schema_logs:000064,65,,,,,STG_BCRS,TBL_PHY_RUN_LOG,HOSTNAME,,NVARCHAR,,,
staging_schema_logs:000065,66,,,,,STG_BCRS,TBL_PHY_RUN_LOG,LAYER,,NVARCHAR,,,
staging_schema_logs:000066,67,,,,,STG_BCRS,TBL_PHY_RUN_LOG,LOG_ID,,NVARCHAR,,,
staging_schema_logs:000067,68,,,,,STG_BCRS,TBL_PHY_RUN_LOG,LOG_MESSAGE,,NVARCHAR,,,
staging_schema_logs:000068,69,,,,,STG_BCRS,TBL_PHY_RUN_LOG,MESSAGE,,NVARCHAR,,,
staging_schema_logs:000069,70,,,,,STG_BCRS,TBL_PHY_RUN_LOG,RUN_METHOD,,NVARCHAR,,,
staging_schema_logs:000070,71,,,,,STG_BCRS,TBL_PHY_RUN_LOG,SCHEDULE,,NVARCHAR,,,
staging_schema_logs:000071,72,,,,,STG_BCRS,TBL_PHY_RUN_LOG,SESSION_ID,,NVARCHAR,,,
staging_schema_logs:000072,73,,,,,STG_BCRS,TBL_PHY_RUN_LOG,SOURCE_NAME,,NVARCHAR,,,
staging_schema_logs:000073,74,,,,,STG_BCRS,TBL_PHY_RUN_LOG,STATUS,,NVARCHAR,,,
staging_schema_logs:000074,75,,,,,STG_BCRS,TBL_PHY_RUN_LOG,TABLE_NAME,,NVARCHAR,,,
staging_schema_logs:000075,76,,,,,STG_BCRS,TBL_PHY_RUN_LOG,USECASE,,NVARCHAR,,,
staging_schema_logs:000076,77,,,,,STG_BCRS,TBL_PHY_RUN_LOG,USERNAME,,NVARCHAR,,,
staging_schema_logs:000077,78,,,,,STG_BCRS,TBL_PHY_RUN_LOG,V_STEP,,NVARCHAR,,,
staging_schema_logs:000078,79,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,CALL_PARM,,NVARCHAR,,,
staging_schema_logs:000079,80,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,END_TIME,,TIMESTAMP,,,
staging_schema_logs:000080,81,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,ENDING_STEP,,DECIMAL,,,
staging_schema_logs:000081,82,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,ERR_MESSAGE,,NVARCHAR,,,
staging_schema_logs:000082,83,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,LOG,,NCLOB,,,
staging_schema_logs:000083,84,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,OBJECT_NAME,,NVARCHAR,,,
staging_schema_logs:000084,85,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,PROJECT_NAME,,NVARCHAR,,,
staging_schema_logs:000085,86,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,REPORTING_DATE,,NVARCHAR,,,
staging_schema_logs:000086,87,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,RUN_DATE,,NVARCHAR,,,
staging_schema_logs:000087,88,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,RUN_SEQ,,DECIMAL,,,
staging_schema_logs:000088,89,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,SCHED_INSTANCE,,NVARCHAR,,,
staging_schema_logs:000089,90,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,SCHED_NAME,,NVARCHAR,,,
staging_schema_logs:000090,91,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,SCHEMA_NAME,,NVARCHAR,,,
staging_schema_logs:000091,92,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,SESSION_ID,,DECIMAL,,,
staging_schema_logs:000092,93,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,START_TIME,,TIMESTAMP,,,
staging_schema_logs:000093,94,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,STARTING_STEP,,DECIMAL,,,
staging_schema_logs:000094,95,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,STATUS,,NVARCHAR,,,
staging_schema_logs:000095,96,,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,TOTAL_RUN_TIME,,NVARCHAR,,,
staging_schema_logs:000096,97,,,,,STG_BCRS,TBL_STG_LOG_CONTROL,EXPECTED_START_TIME,,NVARCHAR,,,
staging_schema_logs:000097,98,,,,,STG_BCRS,TBL_STG_LOG_CONTROL,JOB,,NVARCHAR,,,
staging_schema_logs:000098,99,,,,,STG_BCRS,TBL_STG_LOG_CONTROL,MAX_RUN_TIME,,NVARCHAR,,,
staging_schema_logs:000099,100,,,,,STG_BCRS,TBL_STG_LOG_CONTROL,PROC_SEQUENCE,,DECIMAL,,,
staging_schema_logs:000100,101,,,,,STG_BCRS,TBL_STG_LOG_CONTROL,PROCEDURE,,NVARCHAR,,,
staging_schema_logs:000101,102,,,,,STG_BCRS,TBL_STG_LOG_CONTROL,PROJECT_NAME,,NVARCHAR,,,
staging_schema_logs:000102,103,,,,,STG_BCRS,TBL_STG_LOG_CONTROL,REC_COUNT,,DECIMAL,,,
staging_schema_logs:000103,104,,,,,STG_BCRS,TBL_STG_LOG_CONTROL,SCHEDULE,,NVARCHAR,,,
staging_schema_logs:000104,105,,,,,STG_BCRS,TBL_STG_LOG_CONTROL,SCHEMA,,NVARCHAR,,,
staging_schema_logs:000105,106,,,,,STG_FDP,CENTRAL_LOG,COB_DATE,,NVARCHAR,,,
staging_schema_logs:000106,107,,,,,STG_FDP,CENTRAL_LOG,COUNT,,INTEGER,,,
staging_schema_logs:000107,108,,,,,STG_FDP,CENTRAL_LOG,CURRENT_TIME_STAMP,,TIMESTAMP,,,
staging_schema_logs:000108,109,,,,,STG_FDP,CENTRAL_LOG,EXECUTION_TIME,,INTEGER,,,
staging_schema_logs:000109,110,,,,,STG_FDP,CENTRAL_LOG,FUNCTION,,NVARCHAR,,,
staging_schema_logs:000110,111,,,,,STG_FDP,CENTRAL_LOG,HOSTNAME,,NVARCHAR,,,
staging_schema_logs:000111,112,,,,,STG_FDP,CENTRAL_LOG,LAYER,,NVARCHAR,,,
staging_schema_logs:000112,113,,,,,STG_FDP,CENTRAL_LOG,LOG_ID,,NVARCHAR,,,
staging_schema_logs:000113,114,,,,,STG_FDP,CENTRAL_LOG,LOG_MESSAGE,,NVARCHAR,,,
staging_schema_logs:000114,115,,,,,STG_FDP,CENTRAL_LOG,MESSAGE,,NVARCHAR,,,
staging_schema_logs:000115,116,,,,,STG_FDP,CENTRAL_LOG,RUN_METHOD,,NVARCHAR,,,
staging_schema_logs:000116,117,,,,,STG_FDP,CENTRAL_LOG,SCHEDULE,,NVARCHAR,,,
staging_schema_logs:000117,118,,,,,STG_FDP,CENTRAL_LOG,SESSION_ID,,NVARCHAR,,,
staging_schema_logs:000118,119,,,,,STG_FDP,CENTRAL_LOG,SOURCE_NAME,,NVARCHAR,,,
staging_schema_logs:000119,120,,,,,STG_FDP,CENTRAL_LOG,STATUS,,NVARCHAR,,,
staging_schema_logs:000120,121,,,,,STG_FDP,CENTRAL_LOG,TABLE_NAME,,NVARCHAR,,,
staging_schema_logs:000121,122,,,,,STG_FDP,CENTRAL_LOG,USECASE,,NVARCHAR,,,
staging_schema_logs:000122,123,,,,,STG_FDP,CENTRAL_LOG,USERNAME,,NVARCHAR,,,
staging_schema_logs:000123,124,,,,,STG_FDP,CENTRAL_LOG,V_STEP,,NVARCHAR,,,
staging_schema_logs:000124,125,,,,,STG_FDP,FDP_AUDIT_LOG,INPUT_DATE,,NVARCHAR,,,
staging_schema_logs:000125,126,,,,,STG_FDP,FDP_AUDIT_LOG,LOG_TIMESTAMP,,TIMESTAMP,,,
staging_schema_logs:000126,127,,,,,STG_FDP,FDP_AUDIT_LOG,SOURCE_COUNT,,INTEGER,,,
staging_schema_logs:000127,128,,,,,STG_FDP,FDP_AUDIT_LOG,STATUS,,NVARCHAR,,,
staging_schema_logs:000128,129,,,,,STG_FDP,FDP_AUDIT_LOG,TARGET_COUNT,,INTEGER,,,
staging_schema_logs:000129,130,,,,,STG_FDP,FDP_AUDIT_LOG,TARGET_TABLE,,NVARCHAR,,,
staging_schema_logs:000130,131,,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,COLUMN_LIST,,NCLOB,,,
staging_schema_logs:000131,132,,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,DATE_INPUT,,NVARCHAR,,,
staging_schema_logs:000132,133,,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,LOAD_TYPE,,NVARCHAR,,,
staging_schema_logs:000133,134,,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,R_NUM,,INTEGER,,,
staging_schema_logs:000134,135,,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,SOURCE_TABLE,,NVARCHAR,,,
staging_schema_logs:000135,136,,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,TARGET_TABLE,,NVARCHAR,,,
staging_schema_logs:000136,137,,,,,STG_FDP,FDP_STG_JOB_CONFIG,COLUMN_LIST,,NVARCHAR,,,
staging_schema_logs:000137,138,,,,,STG_FDP,FDP_STG_JOB_CONFIG,DATE_INPUT,,NVARCHAR,,,
staging_schema_logs:000138,139,,,,,STG_FDP,FDP_STG_JOB_CONFIG,LOAD_TYPE,,NVARCHAR,,,
staging_schema_logs:000139,140,,,,,STG_FDP,FDP_STG_JOB_CONFIG,R_NUM,,INTEGER,,,
staging_schema_logs:000140,141,,,,,STG_FDP,FDP_STG_JOB_CONFIG,SOURCE_TABLE,,NVARCHAR,,,
staging_schema_logs:000141,142,,,,,STG_FDP,FDP_STG_JOB_CONFIG,TARGET_TABLE,,NVARCHAR,,,
staging_schema_logs:000142,143,,,,,STG_FDP,TBL_FDP_COBFILTER,BUSINESS_DATE,,NVARCHAR,,,
staging_schema_logs:000143,144,,,,,STG_FDP,TBL_FDP_COBFILTER,COB_DATE,,DATE,,,
staging_schema_logs:000144,145,,,,,STG_FDP,TBL_FDP_COBFILTER,COB_DATE_ABAP,,NVARCHAR,,,
staging_schema_logs:000145,146,,,,,STG_FDP,TBL_FDP_COBFILTER,FDP_Client,,NVARCHAR,,,
staging_schema_logs:000146,147,,,,,STG_FDP,TBL_FDP_COBFILTER,FIRST_DAY_ABAP,,NVARCHAR,,,
staging_schema_logs:000147,148,,,,,STG_FDP,TBL_FDP_COBFILTER,FIRST_DAY_OF_COBYEAR,,DATE,,,
staging_schema_logs:000148,149,,,,,STG_FDP,TBL_FDP_COBFILTER,FIRST_DAY_OF_MONTH_ABAP,,NVARCHAR,,,
staging_schema_logs:000149,150,,,,,STG_FDP,TBL_FDP_COBFILTER,LAST_RUN_TIME,,TIMESTAMP,,,
staging_schema_logs:000150,151,,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,BUSINESS_DATE,,NVARCHAR,,,
staging_schema_logs:000151,152,,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,COB_DATE,,DATE,,,
staging_schema_logs:000152,153,,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,COB_DATE_ABAP,,NVARCHAR,,,
staging_schema_logs:000153,154,,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,FDP_Client,,NVARCHAR,,,
staging_schema_logs:000154,155,,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,FIRST_DAY_ABAP,,NVARCHAR,,,
staging_schema_logs:000155,156,,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,FIRST_DAY_OF_COBYEAR,,DATE,,,
staging_schema_logs:000156,157,,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,FIRST_DAY_OF_MONTH_ABAP,,NVARCHAR,,,
staging_schema_logs:000157,158,,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,LAST_RUN_TIME,,TIMESTAMP,,,
staging_schema_logs:000158,159,,,,,STG_FDP,TBL_FDP_JOB_MASTER,COB_DATE,,NVARCHAR,,,
staging_schema_logs:000159,160,,,,,STG_FDP,TBL_FDP_JOB_MASTER,COUNTRY_CD,,NVARCHAR,,,
staging_schema_logs:000160,161,,,,,STG_FDP,TBL_FDP_JOB_MASTER,END_TIME,,TIMESTAMP,,,
staging_schema_logs:000161,162,,,,,STG_FDP,TBL_FDP_JOB_MASTER,JOB_ELPASED_TIME_MINS,,INTEGER,,,
staging_schema_logs:000162,163,,,,,STG_FDP,TBL_FDP_JOB_MASTER,JOB_ID,,DECIMAL,,,
staging_schema_logs:000163,164,,,,,STG_FDP,TBL_FDP_JOB_MASTER,JOB_STATUS,,NVARCHAR,,,
staging_schema_logs:000164,165,,,,,STG_FDP,TBL_FDP_JOB_MASTER,START_TIME,,TIMESTAMP,,,
staging_schema_logs:000165,166,,,,,STG_FDP,TBL_FDP_JOB_MASTER,STORED_PROC_NAME,,NVARCHAR,,,
staging_schema_logs:000166,167,,,,,STG_FDP,TBL_FDP_JOB_MASTER,TP_SYSTEM,,NVARCHAR,,,
staging_schema_logs:000167,168,,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,COB_DATE,,NVARCHAR,,,
staging_schema_logs:000168,169,,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,JOB_ID,,DECIMAL,,,
staging_schema_logs:000169,170,,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,LOG_INFO_TYPE,,NVARCHAR,,,
staging_schema_logs:000170,171,,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,LOG_MESSAGE,,NVARCHAR,,,
staging_schema_logs:000171,172,,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,STEP,,NVARCHAR,,,
staging_schema_logs:000172,173,,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,STORED_PROC_NAME,,NVARCHAR,,,
staging_schema_logs:000173,174,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,cob_date,,NVARCHAR,,,
staging_schema_logs:000174,175,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,country_code,,NVARCHAR,,,
staging_schema_logs:000175,176,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,country_val,,NVARCHAR,,,
staging_schema_logs:000176,177,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,currency_code,,NVARCHAR,,,
staging_schema_logs:000177,178,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,financial_contract_id,,NVARCHAR,,,
staging_schema_logs:000178,179,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,financial_contract_id_component,,NVARCHAR,,,
staging_schema_logs:000179,180,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,fpsl_balance_amount_trx_curr,,DECIMAL,,,
staging_schema_logs:000180,181,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,loadno,,BIGINT,,,
staging_schema_logs:000181,182,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,matching_criteria,,NVARCHAR,,,
staging_schema_logs:000182,183,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,ods,,DATE,,,
staging_schema_logs:000183,184,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,ods_val,,NVARCHAR,,,
staging_schema_logs:000184,185,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,process_id_val,,NVARCHAR,,,
staging_schema_logs:000185,186,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,processing_group,,NVARCHAR,,,
staging_schema_logs:000186,187,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,recongapcode,,NVARCHAR,,,
staging_schema_logs:000187,188,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,recongapdescription,,NVARCHAR,,,
staging_schema_logs:000188,189,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,region_code,,NVARCHAR,,,
staging_schema_logs:000189,190,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,source_balance_amount_trx_curr,,DECIMAL,,,
staging_schema_logs:000190,191,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,source_level_record_type,,NVARCHAR,,,
staging_schema_logs:000191,192,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,timestamp_d,,TIMESTAMP,,,
staging_schema_logs:000192,193,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,tp_sys,,NVARCHAR,,,
staging_schema_logs:000193,194,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,tp_sys_val,,NVARCHAR,,,
staging_schema_logs:000194,195,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,trn_to_usd_exchg_rate,,DECIMAL,,,
staging_schema_logs:000195,196,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,variance_trx_curr,,DECIMAL,,,
staging_schema_logs:000196,197,,,,,STG_FDP,VT_acbs_business_reconciliation_xx,variance_usd,,DECIMAL,,,
staging_schema_logs:000197,198,,,,,STG_FDP,VT_acbs_ic1c1,country_code,,NVARCHAR,,,
staging_schema_logs:000198,199,,,,,STG_FDP,VT_acbs_ic1c1,financial_contract_id,,NVARCHAR,,,
staging_schema_logs:000199,200,,,,,STG_FDP,VT_acbs_ic1c1,fpsl_dll_amount,,DECIMAL,,,
staging_schema_logs:000200,201,,,,,STG_FDP,VT_acbs_ic1c1,gl_business_unit_code,,NVARCHAR,,,
staging_schema_logs:000201,202,,,,,STG_FDP,VT_acbs_ic1c1,ods,,NVARCHAR,,,
staging_schema_logs:000202,203,,,,,STG_FDP,VT_acbs_ic1c1,product_code,,NVARCHAR,,,
staging_schema_logs:000203,204,,,,,STG_FDP,VT_acbs_ic1c1,recon_status,,NVARCHAR,,,
staging_schema_logs:000204,205,,,,,STG_FDP,VT_acbs_ic1c1,source_account,,NVARCHAR,,,
staging_schema_logs:000205,206,,,,,STG_FDP,VT_acbs_ic1c1,source_system,,NVARCHAR,,,
staging_schema_logs:000206,207,,,,,STG_FDP,VT_acbs_ic1c1,sri_amount,,DECIMAL,,,
staging_schema_logs:000207,208,,,,,STG_FDP,VT_acbs_ic1c1,transaction_currency,,NVARCHAR,,,
staging_schema_logs:000208,209,,,,,STG_FDP,VT_acbs_ic1c1,updated_dttm,,NVARCHAR,,,
staging_schema_logs:000209,210,,,,,STG_FDP,VT_acbs_ic1c1,variance_in_transaction_currency,,DECIMAL,,,
staging_schema_logs:000210,211,,,,,STG_FDP,VT_acbs_ic1c1,variance_in_usd,,NVARCHAR,,,
staging_schema_logs:000211,212,,,,,STG_FDP,VT_alt_prty,alt_prty_cat_cd,,NVARCHAR,,,
staging_schema_logs:000212,213,,,,,STG_FDP,VT_alt_prty,alt_prty_id,,NVARCHAR,,,
staging_schema_logs:000213,214,,,,,STG_FDP,VT_alt_prty,alt_prty_src_sys,,NVARCHAR,,,
staging_schema_logs:000214,215,,,,,STG_FDP,VT_alt_prty,bkg_loc,,NVARCHAR,,,
staging_schema_logs:000215,216,,,,,STG_FDP,VT_alt_prty,bkg_loc_id,,INTEGER,,,
staging_schema_logs:000216,217,,,,,STG_FDP,VT_alt_prty,bkg_org_val,,NVARCHAR,,,
