Use Case,Source System(s),"Source Table Name (Structured) / 
Location (for Unstructured Data)",Source Field Name,BTP Schema Name,BTP Table Name, BTP Field Name , Description ,DataType,Date Added / Modified,Reviewed by Data Chapter?,Remarks
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,ENDING_STEP,,DECIMAL,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,ERR_MESSAGE,,NVARCHAR,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,LOG,,NCLOB,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,OBJECT_NAME,,NVARCHAR,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,PROJECT_NAME,,NVARCHAR,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,REPORTING_DATE,,NVARCHAR,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,RUN_DATE,,NVARCHAR,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,RUN_SEQ,,DECIMAL,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,SCHED_INSTANCE,,NVARCHAR,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,SCHED_NAME,,NVARCHAR,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,SCHEMA_NAME,,NVARCHAR,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,SESSION_ID,,DECIMAL,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,START_TIME,,TIMESTAMP,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,STARTING_STEP,,DECIMAL,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,STATUS,,NVARCHAR,,,
,,,,STG_BCRS,TBL_RP_STGBCRS_LOG,TOTAL_RUN_TIME,,NVARCHAR,,,
,,,,STG_BCRS,TBL_STG_LOG_CONTROL,EXPECTED_START_TIME,,NVARCHAR,,,
,,,,STG_BCRS,TBL_STG_LOG_CONTROL,JOB,,NVARCHAR,,,
,,,,STG_BCRS,TBL_STG_LOG_CONTROL,MAX_RUN_TIME,,NVARCHAR,,,
,,,,STG_BCRS,TBL_STG_LOG_CONTROL,PROC_SEQUENCE,,DECIMAL,,,
,,,,STG_BCRS,TBL_STG_LOG_CONTROL,PROCEDURE,,NVARCHAR,,,
,,,,STG_BCRS,TBL_STG_LOG_CONTROL,PROJECT_NAME,,NVARCHAR,,,
,,,,STG_BCRS,TBL_STG_LOG_CONTROL,REC_COUNT,,DECIMAL,,,
,,,,STG_BCRS,TBL_STG_LOG_CONTROL,SCHEDULE,,NVARCHAR,,,
,,,,STG_BCRS,TBL_STG_LOG_CONTROL,SCHEMA,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,COB_DATE,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,COUNT,,INTEGER,,,
,,,,STG_FDP,CENTRAL_LOG,CURRENT_TIME_STAMP,,TIMESTAMP,,,
,,,,STG_FDP,CENTRAL_LOG,EXECUTION_TIME,,INTEGER,,,
,,,,STG_FDP,CENTRAL_LOG,FUNCTION,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,HOSTNAME,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,LAYER,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,LOG_ID,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,LOG_MESSAGE,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,MESSAGE,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,RUN_METHOD,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,SCHEDULE,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,SESSION_ID,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,SOURCE_NAME,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,STATUS,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,TABLE_NAME,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,USECASE,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,USERNAME,,NVARCHAR,,,
,,,,STG_FDP,CENTRAL_LOG,V_STEP,,NVARCHAR,,,
,,,,STG_FDP,FDP_AUDIT_LOG,INPUT_DATE,,NVARCHAR,,,
,,,,STG_FDP,FDP_AUDIT_LOG,LOG_TIMESTAMP,,TIMESTAMP,,,
,,,,STG_FDP,FDP_AUDIT_LOG,SOURCE_COUNT,,INTEGER,,,
,,,,STG_FDP,FDP_AUDIT_LOG,STATUS,,NVARCHAR,,,
,,,,STG_FDP,FDP_AUDIT_LOG,TARGET_COUNT,,INTEGER,,,
,,,,STG_FDP,FDP_AUDIT_LOG,TARGET_TABLE,,NVARCHAR,,,
,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,COLUMN_LIST,,NCLOB,,,
,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,DATE_INPUT,,NVARCHAR,,,
,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,LOAD_TYPE,,NVARCHAR,,,
,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,R_NUM,,INTEGER,,,
,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,SOURCE_TABLE,,NVARCHAR,,,
,,,,STG_FDP,FDP_CLIENTMI_STG_JOB_CONFIG,TARGET_TABLE,,NVARCHAR,,,
,,,,STG_FDP,FDP_STG_JOB_CONFIG,COLUMN_LIST,,NVARCHAR,,,
,,,,STG_FDP,FDP_STG_JOB_CONFIG,DATE_INPUT,,NVARCHAR,,,
,,,,STG_FDP,FDP_STG_JOB_CONFIG,LOAD_TYPE,,NVARCHAR,,,
,,,,STG_FDP,FDP_STG_JOB_CONFIG,R_NUM,,INTEGER,,,
,,,,STG_FDP,FDP_STG_JOB_CONFIG,SOURCE_TABLE,,NVARCHAR,,,
,,,,STG_FDP,FDP_STG_JOB_CONFIG,TARGET_TABLE,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_COBFILTER,BUSINESS_DATE,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_COBFILTER,COB_DATE,,DATE,,,
,,,,STG_FDP,TBL_FDP_COBFILTER,COB_DATE_ABAP,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_COBFILTER,FDP_Client,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_COBFILTER,FIRST_DAY_ABAP,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_COBFILTER,FIRST_DAY_OF_COBYEAR,,DATE,,,
,,,,STG_FDP,TBL_FDP_COBFILTER,FIRST_DAY_OF_MONTH_ABAP,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_COBFILTER,LAST_RUN_TIME,,TIMESTAMP,,,
,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,BUSINESS_DATE,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,COB_DATE,,DATE,,,
,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,COB_DATE_ABAP,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,FDP_Client,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,FIRST_DAY_ABAP,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,FIRST_DAY_OF_COBYEAR,,DATE,,,
,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,FIRST_DAY_OF_MONTH_ABAP,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_COBFILTER_CLIENTMI,LAST_RUN_TIME,,TIMESTAMP,,,
,,,,STG_FDP,TBL_FDP_JOB_MASTER,COB_DATE,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_JOB_MASTER,COUNTRY_CD,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_JOB_MASTER,END_TIME,,TIMESTAMP,,,
,,,,STG_FDP,TBL_FDP_JOB_MASTER,JOB_ELPASED_TIME_MINS,,INTEGER,,,
,,,,STG_FDP,TBL_FDP_JOB_MASTER,JOB_ID,,DECIMAL,,,
,,,,STG_FDP,TBL_FDP_JOB_MASTER,JOB_STATUS,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_JOB_MASTER,START_TIME,,TIMESTAMP,,,
,,,,STG_FDP,TBL_FDP_JOB_MASTER,STORED_PROC_NAME,,NVARCHAR,,,
,,,,STG_FDP,TBL_FDP_JOB_MASTER,TP_SYSTEM,,NVARCHAR,,,
,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,COB_DATE,,NVARCHAR,,,
,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,JOB_ID,,DECIMAL,,,
,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,LOG_INFO_TYPE,,NVARCHAR,,,
,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,LOG_MESSAGE,,NVARCHAR,,,
,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,STEP,,NVARCHAR,,,
,,,,STG_FDP,TBL_JOB_LOG_MESSAGES,STORED_PROC_NAME,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,cob_date,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,country_code,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,country_val,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,currency_code,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,financial_contract_id,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,financial_contract_id_component,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,fpsl_balance_amount_trx_curr,,DECIMAL,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,loadno,,BIGINT,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,matching_criteria,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,ods,,DATE,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,ods_val,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,process_id_val,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,processing_group,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,recongapcode,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,recongapdescription,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,region_code,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,source_balance_amount_trx_curr,,DECIMAL,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,source_level_record_type,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,timestamp_d,,TIMESTAMP,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,tp_sys,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,tp_sys_val,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,trn_to_usd_exchg_rate,,DECIMAL,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,variance_trx_curr,,DECIMAL,,,
,,,,STG_FDP,VT_acbs_business_reconciliation_xx,variance_usd,,DECIMAL,,,
,,,,STG_FDP,VT_acbs_ic1c1,country_code,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_ic1c1,financial_contract_id,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_ic1c1,fpsl_dll_amount,,DECIMAL,,,
,,,,STG_FDP,VT_acbs_ic1c1,gl_business_unit_code,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_ic1c1,ods,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_ic1c1,product_code,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_ic1c1,recon_status,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_ic1c1,source_account,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_ic1c1,source_system,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_ic1c1,sri_amount,,DECIMAL,,,
,,,,STG_FDP,VT_acbs_ic1c1,transaction_currency,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_ic1c1,updated_dttm,,NVARCHAR,,,
,,,,STG_FDP,VT_acbs_ic1c1,variance_in_transaction_currency,,DECIMAL,,,
,,,,STG_FDP,VT_acbs_ic1c1,variance_in_usd,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,alt_prty_cat_cd,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,alt_prty_id,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,alt_prty_src_sys,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,bkg_loc,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,bkg_loc_id,,INTEGER,,,
,,,,STG_FDP,VT_alt_prty,bkg_org_val,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,country_val,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,ctry_cd,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,data_src,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,eff_dt,,DATE,,,
,,,,STG_FDP,VT_alt_prty,end_dt,,DATE,,,
,,,,STG_FDP,VT_alt_prty,frequency_val,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,fsc_med_cd,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,ods,,DATE,,,
,,,,STG_FDP,VT_alt_prty,ods_val,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,prf_vfy_dt,,DATE,,,
,,,,STG_FDP,VT_alt_prty,prnc_fam_flg,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,process_id_val,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,prty_id,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,rec_prcs_dt,,DATE,,,
,,,,STG_FDP,VT_alt_prty,rec_rlovr_flg,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,short_nm,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,src_sys,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,staff_biz_type,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,strt_dt,,DATE,,,
,,,,STG_FDP,VT_alt_prty,sts_type,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,tp_sys_val,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty,version_val,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,alt_prty_cat_cd,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,alt_prty_id,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,alt_prty_src_sys,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,bkg_loc,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,bkg_org_val,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,country_val,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,ctry_cd,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,eff_dt,,DATE,,,
,,,,STG_FDP,VT_alt_prty_clientmi,end_dt,,DATE,,,
,,,,STG_FDP,VT_alt_prty_clientmi,fsc_med_cd,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,ods_val,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,prf_vfy_dt,,DATE,,,
,,,,STG_FDP,VT_alt_prty_clientmi,prnc_fam_flg,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,process_id_val,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,prty_id,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,rec_prcs_dt,,DATE,,,
,,,,STG_FDP,VT_alt_prty_clientmi,rec_rlovr_flg,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,short_nm,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,src_sys,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,staff_biz_type,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,strt_dt,,DATE,,,
,,,,STG_FDP,VT_alt_prty_clientmi,sts_type,,NVARCHAR,,,
,,,,STG_FDP,VT_alt_prty_clientmi,tp_sys_val,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,acbs_customer_id,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,affiliate_code,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,affiliate_code_description,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,arm,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,arm_description,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,core_banking_id,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,country,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,country_code,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,country_credit_resp_desc,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,country_credit_responsibility,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,credit_grade,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,customer_legal_const_desc,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,customer_legal_constitution,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,customer_name,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,ods,,DATE,,,
,,,,STG_FDP,VT_cae_customers_sri_af,processing_date,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,processing_group,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,scb_institutional_code,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,scb_institutional_code_desc,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,sci_customer_type,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,sci_customer_type_description,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,sci_domicile_country,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,sci_domicile_country_desc,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,sci_group_id,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,sci_group_legal_enterprise_id,,NVARCHAR,,,
,,,,STG_FDP,VT_cae_customers_sri_af,sci_incorporation_country,,NVARCHAR,,,
